StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q_RecaptchaScore,gender,ucla pre m_1,ucla pre m_2,ucla pre m_3,ucla_pre_avg,AI attitudes M _1,AI attitudes M _2,AI attitudes M _3,AI attitudes M _4,AI attitudes M _5,AI attitudes M _6,AI_attitudes_grade,AI attitudes attention_check,Ant' humannature  _1,Ant' humannature  _2,Ant' humannature  _3,Ant' humannature  _4,Ant' humannature  _5,Ant' humannature  _6,Ant' humannature  _7,Ant' humannature  _8,Ant' humannature  _9,Ant' humannature  _10,avr. Ant Human,Ant' uniquelytraits _1,Ant' uniquelytraits _2,Ant' uniquelytraits _3,Ant' uniquelytraits _4,Ant' uniquelytraits _5,Ant' uniquelytraits _6,Ant' uniquelytraits _7,Ant' uniquelytraits _8,Ant' uniquelytraits _9,Ant' uniquelytraits _10,avr. Ant uniqley,TOTAL ANT,ucla post M _1,ucla post M _2,ucla post M _3,ucla_post_grade_avg,Feeling heard M_1,Feeling heard M_2,Feeling heard M_3,Feeling heard M_4,N-Feeling heard M_4,Feeling heard M_5,Feeling heard M_6,Total feeling heard,ease check M _1,ease_check_fixed,IOS (Inclusion of Ot,Intimacy M _1,Intimacy M _2,Intimacy M _3,N-Intimacy M _3,Intimacy M _4,Intimacy M _5,N-Intimacy M _5,Intimacy M _6,N-Intimacy M _6,Intimacy M _7,Avr intimacy,Attention check,Meta-perceptions M_1,Meta-perceptions M_2,Meta-perceptions M_3,Meta-perceptions M_4,Meta-perceptions M_5,Meta_ perceptions_grade,self-esteem M_1,self-esteem M_2,N-self-esteem M_2,self-esteem M_3,self-esteem M_4,self-esteem M_5,N-self-esteem M_5,self-esteem M_6,N-self-esteem M_6,self-esteem M_7,self-esteem M_8,N-self-esteem M_8,self-esteem M_9,N self-esteem M_9,self-esteem M_10,Average self-esteem,Performance M_1,Performance M_2,Performance M_3,Performance M_4,Performance M_5,Performance M_6,Average performance,political view,English level,AI brands usage,AI brands usage_8_TEXT,AI frequency,uid,Create New Field or Choose From Dropdown...,גיל,chat_version,Self disclosure_dummy,Responsivness_dummy,Self disclosure,Responsivness
11/12/2024 7:15,11/12/2024 7:24,0,100,581,1,11/12/2024 7:24,R_8jQdihiQY7WFtD3,1,2,2,2,2,2,2,2,1,2,2,2,11,5,2,4,4,1,4,1,1,1,1,1,2,4,4,1,1,4,1,1,5,1,1,3.166666667,2.583333333,2,1,1,1.333333333,5,5,2,2,5,5,5,4.5,7,5,3,5,5,4,3,2,4,3,5,2,5,3.571428571,1,1,1,1,1,1,1,5,2,5,5,5,2,5,2,5,5,2,5,1,6,5,5.1,5,5,5,5,5,5,5,3,4,9,,1,117733295,,52,1,0,0,Generic,Not responsive
11/12/2024 4:37,11/12/2024 4:47,0,100,602,1,11/12/2024 4:47,R_4Cfj6spY8qqkQiy,1,2,3,1,1,1.666666667,5,3,5,5,3,5,26,5,4,4,3,3,4,1,1,1,1,1,2.3,4,3,1,4,4,4,1,5,1,2,3.666666667,2.983333333,1,1,1,1,4,5,3,1,6,6,4,4.666666667,7,5,4,5,2,5,2,2,5,2,5,2,4,2.714285714,1,5,2,2,5,4,3.6,5,2,5,6,5,1,6,1,6,6,4,3,1,6,5,5.3,5,6,4,5,5,4,4.833333333,4,7,4,,6,117733305,,62,3,0,1,Generic,Responsive
11/12/2024 4:47,11/12/2024 4:58,0,100,702,1,11/12/2024 4:58,R_23jQSmGOsXNBqyA,1,2,1,1,1,1,3,4,3,4,4,4,22,5,4,3,2,1,3,1,1,1,1,1,1.8,1,4,2,2,4,1,1,4,3,1,2.5,2.15,1,1,1,1,4,5,1,3,4,4,5,3.833333333,7,5,1,1,3,5,2,1,1,6,6,1,1,2.142857143,1,1,2,2,1,1,1.4,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,5,6,5,5,5,5,5.166666667,5,5,8,בתקשורת עם חברות מסוימות,5,117733306,,59,0,1,0,Self-dislosure,Not responsive
11/12/2024 6:36,11/12/2024 6:49,0,100,790,1,11/12/2024 6:49,R_4CChSlkDcbDtEof,1,2,2,1,1,1.333333333,5,5,6,5,5,4,30,5,3,5,3,3,6,1,1,1,1,1,2.5,5,5,4,3,5,1,1,6,1,1,3.833333333,3.166666667,2,1,1,1.333333333,5,5,2,5,2,6,2,3.666666667,8,6,3,4,6,5,2,3,5,2,5,2,3,3.142857143,1,2,4,5,2,3,3.2,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,6,6,5,5,6,1,4.833333333,4,6,4,,4,117733311,,60,0,1,0,Self-dislosure,Not responsive
11/12/2024 5:03,11/12/2024 5:14,0,100,692,1,11/12/2024 5:14,R_4PvUr8zVNGsnhFq,1,2,1,1,1,1,1,6,1,6,6,1,21,5,2,6,6,6,6,1,1,1,1,1,3.1,6,6,1,2,6,6,1,6,1,1,5.166666667,4.133333333,1,1,1,1,6,6,6,1,6,6,6,6,8,6,7,6,6,1,6,5,1,6,1,6,6,5.857142857,1,6,6,6,6,4,5.6,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,3,5,9,,1,117733312,,56,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:43,11/12/2024 5:03,0,100,1250,1,11/12/2024 5:03,R_4CZ1WUVHKXqe0jD,1,2,2,2,2,2,4,4,4,4,4,4,24,5,6,5,5,5,6,2,6,2,1,1,3.9,3,5,3,3,5,4,2,5,2,3,4.166666667,4.033333333,2,2,2,2,5,5,5,3,4,5,4,4.666666667,7,5,4,4,4,2,5,5,3,4,3,4,4,4.285714286,1,5,4,2,4,2,3.4,5,3,4,6,5,1,6,2,5,5,3,4,1,6,5,5.1,5,2,4,5,5,5,4.333333333,5,6,4,,5,117733313,,58,3,0,1,Generic,Responsive
11/12/2024 4:40,11/12/2024 4:54,0,100,841,1,11/12/2024 4:54,R_4aOWnodiioWQvmO,1,2,3,4,3,3.333333333,3,5,3,3,3,3,20,5,1,3,1,1,4,1,1,1,1,1,1.5,1,4,5,4,1,1,1,5,3,1,2.166666667,1.833333333,3,4,4,3.666666667,5,2,1,5,2,6,1,2.833333333,8,6,1,3,6,2,5,3,1,6,6,1,1,3.571428571,1,1,2,1,1,1,1.2,1,6,1,4,5,3,4,6,1,3,6,1,4,3,1,2.4,6,6,6,1,6,1,4.333333333,3,6,4,,4,117733318,,63,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:41,11/12/2024 4:48,0,100,426,1,11/12/2024 4:48,R_4Tzo5Ioj1o3covv,1,2,1,1,1,1,2,3,3,3,2,2,15,5,3,3,2,1,2,1,1,1,1,1,1.6,3,3,1,1,4,4,1,4,1,1,3.166666667,2.383333333,1,1,1,1,4,4,3,1,6,4,4,4.166666667,7,5,2,3,5,1,6,3,1,6,1,6,3,4.571428571,1,1,1,3,3,1,1.8,4,1,6,5,4,1,6,1,6,5,1,6,1,6,4,5.2,5,1,5,5,4,4,4,4,6,4,,4,117733321,,58,1,0,0,Generic,Not responsive
11/12/2024 4:39,11/12/2024 4:54,0,100,872,1,11/12/2024 4:54,R_4qVSrRnVUMvfzNf,1,2,1,1,1,1,3,5,1,4,4,4,21,5,6,6,6,6,4,1,1,1,1,1,3.3,6,6,1,1,6,6,1,6,1,6,6,4.65,1,1,1,1,5,5,3,2,5,5,5,4.666666667,7,5,1,5,4,3,4,4,3,4,2,5,4,4.285714286,1,1,3,2,1,2,1.8,6,1,6,6,6,1,6,1,6,6,5,2,1,6,6,5.6,6,6,5,6,6,3,5.333333333,2,7,9,,1,117733326,,65,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:54,11/12/2024 5:09,0,100,861,1,11/12/2024 5:09,R_4PTVY7zL1QK1ClL,1,2,4,4,4,4,5,4,5,5,5,5,29,5,6,6,6,4,6,1,1,1,1,1,3.3,6,6,1,1,6,6,1,6,1,1,5.166666667,4.233333333,4,4,4,4,6,6,6,1,6,6,6,6,8,6,6,5,6,1,6,6,1,6,1,6,6,5.857142857,1,6,6,6,6,6,6,3,5,2,5,5,1,6,5,2,4,5,2,3,4,4,3.7,6,6,6,6,6,6,6,1,6,"4,5,6,7",,7,117733327,,65,2,1,1,Self-dislosure,Responsive
11/12/2024 6:30,11/12/2024 7:13,0,100,2562,1,11/12/2024 7:13,R_4WGyY2aK5yR7HVW,1,2,1,1,1,1,1,1,1,1,1,1,6,5,6,4,3,2,3,6,1,4,1,1,3.1,1,3,5,6,1,1,1,2,6,3,1.833333333,2.466666667,1,1,1,1,3,4,1,4,3,4,1,2.666666667,4,2,1,1,1,6,1,1,6,1,1,6,1,1.714285714,1,6,1,1,1,1,2,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,5,5,1,5,5,1,3.666666667,3,4,9,,1,117733332,,66,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:47,11/12/2024 5:59,0,100,4279,1,11/12/2024 5:59,R_4FLjKKvHKiPho2S,1,2,4,3,4,3.666666667,3,2,1,5,4,4,19,5,3,4,3,1,5,1,1,1,1,1,2.1,1,6,1,1,6,1,1,6,1,1,3.5,2.8,4,3,4,3.666666667,6,6,1,1,6,6,6,5.166666667,7,5,1,6,6,4,3,6,6,1,6,1,6,4.142857143,1,1,1,1,1,1,1,4,4,3,6,5,4,3,5,2,4,6,1,3,4,4,3.6,6,6,5,6,6,5,5.666666667,5,5,9,,1,117733334,,65,1,0,0,Generic,Not responsive
11/12/2024 7:15,11/12/2024 7:27,0,100,693,1,11/12/2024 7:27,R_8VVndPvosJpXtBf,1,1,1,1,1,1,5,5,5,5,5,5,30,5,5,4,4,5,5,3,4,3,5,3,4.1,4,4,3,3,4,5,1,5,5,4,4.333333333,4.216666667,1,1,1,1,4,4,4,4,3,4,4,3.833333333,7,5,3,4,4,3,4,4,3,4,3,4,3,3.857142857,1,4,4,3,4,3,3.6,3,4,3,4,5,3,4,4,3,4,4,3,4,3,3,3.5,5,2,5,5,5,5,4.5,4,5,4,,8,117733645,,19,3,0,1,Generic,Responsive
11/12/2024 5:20,11/12/2024 5:29,0,100,531,1,11/12/2024 5:29,R_449RmpB2M7YYzsZ,1,1,3,1,2,2,6,3,6,4,2,6,27,5,2,5,6,4,2,1,5,1,1,1,2.8,4,1,2,6,3,1,3,3,5,3,2.5,2.65,3,1,2,2,3,1,1,5,2,6,2,2.5,6,4,1,2,3,5,2,3,2,5,6,1,2,2.571428571,1,1,1,5,1,1,1.8,5,4,3,6,2,1,6,2,5,6,3,4,1,6,6,4.9,6,4,2,1,4,3,3.333333333,4,5,4.5,,6,117733654,,19,3,0,1,Generic,Responsive
11/12/2024 5:43,11/12/2024 5:57,0,100,834,1,11/12/2024 5:57,R_4Q3F7y3mmExfOcc,1,1,1,2,1,1.333333333,4,5,4,4,3,4,24,5,6,2,3,2,3,5,5,4,1,3,3.4,1,4,6,3,3,3,3,4,4,4,3.166666667,3.283333333,1,2,1,1.333333333,3,4,2,3,4,3,2,3,4,2,3,2,1,5,2,3,5,2,5,2,2,2,1,5,3,3,2,2,3,5,2,5,5,6,5,2,2,5,6,2,5,1,6,5,5,4,5,3,3,4,2,3.5,1,4,4.7,,6,117733663,,21,0,1,0,Self-dislosure,Not responsive
11/12/2024 7:54,11/12/2024 8:07,0,100,785,1,11/12/2024 8:07,R_82GxL7OmmCD2Sb9,1,1,2,1,1,1.333333333,5,5,6,5,4,4,29,5,6,1,2,2,1,2,1,2,1,2,2,3,6,4,5,5,1,1,4,3,2,3.5,2.75,2,1,1,1.333333333,1,2,1,1,6,6,1,2.833333333,4,2,2,1,2,5,2,1,5,2,5,2,1,1.571428571,1,1,3,1,1,1,1.4,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,5,1,1,4,4,3,3,2,7,"4,5,8",Apple intelligence (siri),8,117733733,,25,1,0,0,Generic,Not responsive
11/12/2024 6:07,11/12/2024 6:17,0,100,566,1,11/12/2024 6:17,R_41WIiSeU4UStAxW,1,1,2,2,2,2,5,5,6,5,4,5,30,5,4,5,6,2,5,1,2,1,1,1,2.8,2,5,2,3,5,4,1,5,2,2,3.833333333,3.316666667,2,2,2,2,5,4,2,2,5,5,5,4.333333333,7,5,3,2,5,4,3,5,3,4,4,3,3,3.571428571,1,2,1,1,1,3,1.6,5,3,4,5,5,2,5,4,3,5,2,5,1,6,4,4.7,5,5,5,5,5,5,5,4,6,4.5,,5,117733768,,34,3,0,1,Generic,Responsive
11/12/2024 10:52,11/12/2024 10:58,0,100,341,1,11/12/2024 10:58,R_8w4YAcZnZIFPqxd,1,1,5,3,4,4,6,5,6,6,6,6,35,5,3,2,3,3,3,2,4,2,3,2,2.7,4,2,3,3,2,1,5,4,1,5,3,2.85,4,1,3,2.666666667,1,4,2,3,4,4,2,2.833333333,6,4,2,5,3,4,3,3,2,5,3,4,2,3.571428571,1,3,4,3,1,4,3,3,4,3,2,2,3,4,4,3,2,4,3,2,5,4,3.1,3,3,1,3,3,2,2.5,1,7,4.8,Co-pilot,7,117733810,,36,2,1,1,Self-dislosure,Responsive
11/12/2024 11:16,11/12/2024 11:23,0,100,445,1,11/12/2024 11:23,R_4ClwhMjb4IQQXny,1,1,4,3,3,3.333333333,1,1,1,1,1,1,6,5,4,4,4,1,4,1,1,1,1,1,2.2,1,5,4,1,5,4,1,5,1,1,3.5,2.85,4,3,4,3.666666667,5,5,2,2,5,5,4,4.333333333,7,5,1,1,5,4,3,2,5,2,6,1,1,2.142857143,1,1,1,1,1,1,1,4,4,3,6,6,1,6,3,4,6,5,2,1,6,5,4.8,5,5,2,5,5,5,4.5,2,7,9,,1,117733811,,36,2,1,1,Self-dislosure,Responsive
11/12/2024 5:42,11/12/2024 5:49,0,100,431,1,11/12/2024 5:49,R_4GnANJbs362caI1,1,1,4,3,3,3.333333333,4,4,4,4,3,4,23,5,3,3,3,3,2,4,3,4,3,4,3.2,3,3,5,5,3,3,3,4,4,3,3.166666667,3.183333333,3,3,3,3,2,2,2,2,5,2,2,2.5,4,2,1,2,2,5,2,2,5,2,5,2,2,2,1,2,2,2,2,2,2,4,4,3,4,4,2,5,3,4,4,4,3,2,5,4,4,3,2,2,2,4,2,2.5,3,1,4,,7,117733859,,37,0,1,0,Self-dislosure,Not responsive
11/12/2024 7:47,11/12/2024 7:58,0,100,697,1,11/12/2024 7:58,R_4nO7PYQSJEEMP5D,1,1,6,6,4,5.333333333,4,4,5,4,2,3,22,5,6,6,6,1,6,1,1,1,1,1,3,6,6,1,1,6,6,1,6,1,6,6,4.5,5,4,3,4,6,6,5,1,6,6,5,5.666666667,8,6,6,6,6,1,6,6,1,6,2,5,6,5.857142857,1,6,6,6,6,6,6,6,3,4,6,6,5,2,2,5,6,3,4,1,6,4,4.9,6,6,6,5,6,5,5.666666667,4,6,4.6,,5,117733868,,41,3,0,1,Generic,Responsive
11/12/2024 8:07,11/12/2024 8:15,0,100,495,1,11/12/2024 8:15,R_2r8RoDTip3b6va8,1,1,1,1,1,1,6,6,6,6,6,6,36,5,6,1,1,1,1,4,3,3,1,1,2.2,1,5,6,4,1,1,1,3,6,1,2,2.1,1,1,1,1,3,4,1,5,2,2,2,2.333333333,7,5,1,1,2,6,1,1,6,1,6,1,1,1.142857143,1,1,1,1,1,1,1,5,4,3,5,4,2,5,5,2,4,4,3,2,5,4,4,2,4,2,4,2,2,2.666666667,1,5,"4,5,6",,6,117733873,,43,1,0,0,Generic,Not responsive
11/12/2024 7:44,11/12/2024 7:50,0,100,386,1,11/12/2024 7:50,R_8emDeaspeliiUBe,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,1,1,1,1,1,1,6,1,1,1.7,4,1,3,3,3,3,3,1,3,3,2.5,2.1,2,2,5,3,3,3,3,3,4,2,3,3,6,4,1,3,3,2,5,3,3,4,3,4,3,3.571428571,1,3,3,3,3,3,3,2,4,3,4,4,5,2,5,2,3,4,3,3,4,5,3.2,2,3,3,4,3,3,3,3,4,8,לא מסתדר עם זה,1,117733874,,38,3,0,1,Generic,Responsive
11/12/2024 5:23,11/12/2024 5:32,0,100,510,1,11/12/2024 5:32,R_4ni7j3I4XpyawLn,1,1,3,1,3,2.333333333,4,5,4,4,3,5,25,5,3,3,3,2,5,6,3,4,2,3,3.4,2,3,5,4,4,3,3,5,3,3,3.333333333,3.366666667,3,2,3,2.666666667,2,1,4,6,1,1,1,1.666666667,4,2,1,4,6,6,1,4,3,4,6,1,3,3.285714286,1,6,5,1,4,4,4,4,1,6,6,6,1,6,2,5,5,5,2,3,4,5,4.9,4,4,1,4,6,2,3.5,4,4,4.6,,6,117733875,,43,2,1,1,Self-dislosure,Responsive
11/12/2024 5:23,11/12/2024 5:30,0,100,422,1,11/12/2024 5:30,R_4o4YHRGacI4rk9H,1,1,2,2,2,2,3,3,1,3,2,4,16,5,4,4,4,2,4,1,2,2,1,1,2.5,4,3,4,3,4,3,1,4,1,3,3.5,3,2,2,2,2,3,4,2,4,3,5,3,3.333333333,6,4,3,2,2,4,3,3,3,4,3,4,3,3,1,2,2,2,3,3,2.4,4,3,4,5,3,3,4,3,4,3,3,4,3,4,3,3.8,3,3,4,3,4,3,3.333333333,2,6,9,,1,117733879,,38,0,1,0,Self-dislosure,Not responsive
11/12/2024 5:37,11/12/2024 5:50,0,100,798,1,11/12/2024 5:50,R_4mXs7jmR8JANUl3,1,1,2,2,2,2,3,4,4,4,3,4,22,5,5,3,5,3,3,2,2,3,2,2,3,3,4,3,3,5,3,1,5,1,3,3.833333333,3.416666667,2,2,2,2,2,2,2,2,5,5,1,2.833333333,5,3,1,2,3,5,2,3,4,3,5,2,1,2.285714286,1,3,1,3,1,1,1.8,5,4,3,5,5,2,5,2,5,5,2,5,1,6,5,4.9,3,2,3,1,5,2,2.666666667,3,1,8,בוטי,4,117733881,,44,2,1,1,Self-dislosure,Responsive
11/12/2024 5:52,11/12/2024 6:45,0,100,3167,1,11/12/2024 6:45,R_40GmzchxHUJtEDL,1,1,3,2,2,2.333333333,5,5,5,5,4,5,29,5,6,2,2,2,6,2,1,3,1,3,2.8,2,5,4,2,5,2,1,4,2,3,3.5,3.15,3,2,2,2.333333333,6,5,4,2,5,5,5,5,8,6,2,5,5,3,4,3,5,2,2,5,5,4.142857143,1,2,2,3,3,5,3,6,1,6,5,6,1,6,1,6,6,4,3,1,6,6,5.6,5,1,5,5,5,5,4.333333333,6,7,4.5,,5,117733887,,45,0,1,0,Self-dislosure,Not responsive
11/12/2024 5:41,11/12/2024 6:00,0,100,1176,1,11/12/2024 6:00,R_4ifAmMjgVLwSV8d,0.699999988,1,2,1,3,2,4,5,4,5,5,4,27,5,4,4,5,3,5,1,4,2,1,1,3,4,5,1,2,4,5,1,5,1,4,4.5,3.75,3,1,2,2,5,5,5,1,6,6,5,5.333333333,7,5,4,4,5,2,5,4,1,6,3,4,2,4.285714286,1,2,1,1,3,3,2,4,3,4,4,4,3,4,2,5,4,3,4,1,6,4,4.3,4,5,4,5,5,4,4.5,3,4,4,,4,117733923,,50,2,1,1,Self-dislosure,Responsive
11/12/2024 6:45,11/12/2024 6:53,0,100,436,1,11/12/2024 6:53,R_4OUR1574tAXM40e,1,1,3,3,3,3,3,4,2,2,3,3,17,5,3,4,4,3,4,1,1,1,1,1,2.3,3,4,1,1,4,1,1,5,1,1,3,2.65,3,3,3,3,5,4,2,1,6,5,4,4.333333333,7,5,4,4,4,2,5,2,5,2,5,2,2,3,1,3,2,4,2,2,2.6,5,4,3,6,5,2,5,2,5,5,3,4,2,5,5,4.8,5,4,5,5,5,3,4.5,3,5,9,,1,117733926,,46,1,0,0,Generic,Not responsive
11/12/2024 6:26,11/12/2024 6:35,0,100,572,1,11/12/2024 6:35,R_4PAIYuHzWZA2HpD,1,1,3,2,1,2,6,6,6,6,6,6,36,5,5,5,3,6,6,2,2,2,2,1,3.4,5,3,2,3,6,4,1,6,1,4,4.666666667,4.033333333,2,2,2,2,5,6,2,1,6,6,3,4.666666667,7,5,2,5,4,4,3,3,4,3,2,5,4,3.857142857,1,5,5,4,5,4,4.6,4,3,4,6,5,3,4,2,5,5,6,1,2,5,5,4.4,3,6,5,6,5,3,4.666666667,4,6,4.6,,4,117733929,,45,0,1,0,Self-dislosure,Not responsive
11/12/2024 6:51,11/12/2024 6:57,0,100,390,1,11/12/2024 6:57,R_4ZngIbDrLxIdzTX,1,1,1,1,1,1,5,5,2,5,5,3,25,5,4,6,6,6,6,2,5,3,2,3,4.3,5,5,1,1,5,4,4,6,1,4,4.833333333,4.566666667,2,2,2,2,6,6,6,1,6,6,6,6,8,6,4,6,6,1,6,5,2,5,1,6,5,5.571428571,1,5,5,5,5,5,5,5,2,5,6,4,5,2,5,2,5,5,2,1,6,5,4.2,6,6,6,6,6,6,6,2,5,9,,1,117733935,,49,2,1,1,Self-dislosure,Responsive
11/12/2024 6:45,11/12/2024 6:57,0,100,755,1,11/12/2024 6:57,R_4v2JLiiygvV5NVu,1,1,2,2,2,2,6,4,5,6,5,5,31,5,5,4,4,1,5,1,1,1,1,1,2.4,4,4,2,2,4,4,1,5,1,4,4.166666667,3.283333333,2,2,2,2,5,5,5,1,6,5,5,5.166666667,7,5,2,5,5,2,5,5,4,3,2,5,5,4.714285714,1,4,2,2,3,2,2.6,5,2,5,5,5,1,6,1,6,5,4,3,1,6,5,5.1,5,5,5,5,5,5,5,4,5,4.6,,7,117733937,,63,3,0,1,Generic,Responsive
11/12/2024 5:35,11/12/2024 5:44,0,100,506,1,11/12/2024 5:44,R_4BDPN57Gs8qE04V,1,1,1,3,1,1.666666667,6,4,5,5,4,6,30,5,6,6,6,4,6,1,1,1,1,1,3.3,3,6,1,2,5,5,1,6,1,1,4.333333333,3.816666667,1,1,1,1,6,6,5,1,6,6,5,5.666666667,8,6,5,6,6,1,6,3,4,3,1,6,6,5.142857143,1,1,1,4,4,3,2.6,2,6,1,3,3,5,2,6,1,2,5,2,5,2,3,2.1,6,6,6,6,6,5,5.833333333,4,6,4.5,,8,117733938,,64,3,0,1,Generic,Responsive
11/12/2024 5:23,11/12/2024 5:41,0,100,1093,1,11/12/2024 5:41,R_4e4rbzVjqqNgHjC,1,1,1,1,1,1,2,3,3,5,3,3,19,5,5,4,4,3,4,1,3,1,1,1,2.7,3,5,1,3,5,4,1,5,1,4,4.333333333,3.516666667,1,1,1,1,3,5,1,1,6,5,4,4,4,2,1,3,2,3,4,2,1,6,2,5,1,3.285714286,1,4,2,3,2,3,2.8,5,1,6,5,5,1,6,1,6,4,1,6,1,6,4,5.3,5,5,5,5,5,5,5,3,6,4,,4,117733942,,63,2,1,1,Self-dislosure,Responsive
11/12/2024 5:26,11/12/2024 6:02,0,100,2180,1,11/12/2024 6:02,R_2ewpbZAgqdrsF0Z,1,1,3,3,3,3,5,4,6,5,4,5,29,5,6,5,5,5,6,1,1,1,1,1,3.2,6,4,1,2,5,4,1,6,1,1,4.333333333,3.766666667,3,3,3,3,6,5,4,1,6,6,5,5.333333333,8,6,5,5,2,3,4,3,1,6,2,5,5,4.285714286,1,3,5,3,5,2,3.6,5,1,6,6,6,1,6,3,4,6,1,6,1,6,6,5.7,6,5,5,6,6,5,5.5,4,5,"4,5,7",,6,117733943,,60,3,0,1,Generic,Responsive
11/12/2024 6:52,11/12/2024 7:17,0,100,1488,1,11/12/2024 7:17,R_8SM7eCs8XohGH1D,1,1,3,3,3,3,5,3,2,5,5,5,25,5,5,5,5,5,5,2,2,2,2,2,3.5,2,4,2,2,5,5,2,4,2,3,3.833333333,3.666666667,3,3,3,3,5,5,5,1,6,5,5,5.166666667,7,5,7,5,5,2,5,5,1,6,2,5,5,5.142857143,1,5,5,5,5,5,5,5,2,5,5,5,1,6,1,6,5,1,6,1,6,5,5.4,5,5,5,5,5,5,5,2,5,9,,1,117733946,,61,3,0,1,Generic,Responsive
11/12/2024 5:45,11/12/2024 5:58,0,100,788,1,11/12/2024 5:58,R_4XaqQAiWmAHSnlo,1,1,1,1,1,1,4,3,2,5,5,5,24,5,4,5,5,5,5,1,1,1,1,1,2.9,1,4,1,1,6,4,1,6,1,1,3.666666667,3.283333333,1,1,1,1,6,6,5,1,6,6,5,5.666666667,8,6,5,5,6,1,6,2,4,3,4,3,2,3.857142857,1,4,5,4,4,4,4.2,5,1,6,6,5,5,2,4,3,3,1,6,1,6,5,4.7,5,6,6,6,6,5,5.666666667,4,5,9,,1,117733956,,56,1,0,0,Generic,Not responsive
11/12/2024 7:10,11/12/2024 7:24,0,100,866,1,11/12/2024 7:24,R_24CPtKZYpxzmQhd,1,1,1,1,1,1,1,2,1,2,2,1,9,5,4,3,3,3,6,1,1,1,1,1,2.4,6,1,2,6,3,2,1,6,2,1,3.166666667,2.783333333,1,1,1,1,6,6,1,3,4,6,1,4,8,6,1,2,6,4,3,1,6,1,6,1,1,2.142857143,1,3,5,1,1,1,2.2,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,1,1,1,1,1,1,1,5,6,9,,1,117733962,,55,2,1,1,Self-dislosure,Responsive
11/12/2024 5:35,11/12/2024 5:46,0,100,622,1,11/12/2024 5:46,R_4wHnbI6MRRIc5TH,1,1,2,2,2,2,3,4,2,3,3,2,17,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,5,6,1,1.666666667,1.333333333,1,2,2,1.666666667,2,1,2,6,1,2,1,1.5,1,1,1,1,2,6,1,1,6,1,5,2,1,1.285714286,1,1,1,1,1,1,1,5,4,3,5,5,4,3,3,4,5,4,3,2,5,5,4.3,1,5,1,1,1,1,1.666666667,3,6,4,,4,117733970,,57,0,1,0,Self-dislosure,Not responsive
11/12/2024 7:30,11/13/24 4:21,0,100,75072,1,11/13/24 4:21,R_4nwS3IbfFOXxN75,1,1,1,1,1,1,3,3,4,5,5,3,23,5,3,5,4,3,5,1,1,1,1,1,2.5,3,4,1,3,5,3,1,6,1,3,4,3.25,1,1,1,1,6,6,4,1,6,6,5,5.5,8,6,2,6,6,2,5,3,3,4,4,3,3,4.285714286,1,1,1,1,1,1,1,5,2,5,6,6,2,5,3,4,5,1,6,2,5,6,5.3,5,6,6,5,6,3,5.166666667,6,6,4.6,,4,117733972,,57,3,0,1,Generic,Responsive
11/12/2024 5:33,11/12/2024 5:43,0,100,649,1,11/12/2024 5:43,R_4ePkYlQwNZVR442,1,1,2,2,2,2,4,3,4,3,3,3,20,5,3,4,4,3,4,2,3,2,1,1,2.7,4,4,4,2,4,3,1,5,2,3,3.833333333,3.266666667,2,4,4,3.333333333,5,5,4,2,5,5,4,4.666666667,7,5,3,5,4,5,2,5,5,2,4,3,4,3.571428571,1,4,4,4,4,4,4,5,4,3,5,6,2,5,2,5,5,2,5,1,6,5,5,4,5,4,4,4,4,4.166666667,3,6,4,,5,117733979,,60,2,1,1,Self-dislosure,Responsive
11/12/2024 7:20,11/12/2024 7:30,0,100,605,1,11/12/2024 7:30,R_4FP4nSdCHbaUZYo,1,1,2,2,2,2,3,4,1,5,4,4,21,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1.666666667,1.333333333,1,1,1,1,1,3,1,4,3,4,1,2.166666667,1,1,1,3,1,6,1,1,6,1,6,1,1,1.285714286,1,1,1,1,1,1,1,6,4,3,6,6,1,6,1,6,6,1,6,1,6,6,5.7,5,5,1,5,5,2,3.833333333,2,6,4.5,,4,117733981,,63,0,1,0,Self-dislosure,Not responsive
